Date,Open,High,Low,Close,Volume,Adj Close
2023-03-16,96.19999694824219,101.19000244140625,95.5,100.31999969482422,65492000,99.56770324707031
2023-03-17,100.26000213623047,102.83999633789062,100.0999984741211,101.62000274658203,61028500,100.85794830322266
2023-03-20,100.12000274658203,101.75,99.87000274658203,101.22000122070312,32960400,100.46094512939453
2023-03-21,101.25,105.0999984741211,101.22000122070312,104.91999816894531,42110300,104.13318634033203
2023-03-22,104.2699966430664,106.58999633789062,103.33000183105469,103.37000274658203,43427400,102.5948257446289
2023-03-23,105.05999755859375,106.30000305175781,104.45999908447266,105.5999984741211,40797800,104.80809783935547
2023-03-24,104.98999786376953,105.48999786376953,103.83999633789062,105.44000244140625,30393300,104.64930725097656
2023-03-27,104.62000274658203,104.76000213623047,101.93000030517578,102.45999908447266,31120900,101.69165802001953
2023-03-28,102.44000244140625,102.44999694824219,99.73999786376953,101.02999877929688,32057900,100.27236938476562
2023-03-29,102.27999877929688,102.48999786376953,100.6500015258789,101.38999938964844,28779600,100.62967681884766
2023-03-30,100.91000366210938,101.16000366210938,99.77999877929688,100.88999938964844,33086200,100.13341522216797
2023-03-31,101.30000305175781,103.88999938964844,101.04000091552734,103.7300033569336,36863400,102.95211029052734
2023-04-03,102.38999938964844,104.52999877929688,101.93000030517578,104.36000061035156,25035400,103.57740020751953
2023-04-04,104.33000183105469,105.58000183105469,104.04000091552734,104.72000122070312,24420100,103.93470001220703
2023-04-05,105.77999877929688,106.0999984741211,103.66000366210938,104.47000122070312,28290500,103.68658447265625
2023-04-06,105.26000213623047,109.16999816894531,104.33000183105469,108.41999816894531,48711500,107.60694885253906
2023-04-10,106.9800033569336,107.58999633789062,105.12000274658203,106.44000244140625,27067400,105.64180755615234
2023-04-11,106.55000305175781,106.7300033569336,104.68000030517578,105.3499984741211,26311800,104.55997467041016
2023-04-12,106.58000183105469,106.75,104.33999633789062,104.63999938964844,24370300,103.85528564453125
2023-04-13,105.83999633789062,107.48999786376953,105.83999633789062,107.43000030517578,24843600,106.6243667602539
2023-04-14,106.88999938964844,108.94000244140625,106.83999633789062,108.87000274658203,26578000,108.05358123779297
2023-04-17,104.66000366210938,106.16000366210938,104.5199966430664,105.97000122070312,37571200,105.17532348632812
2023-04-18,106.48999786376953,106.54000091552734,104.06999969482422,104.5,26596400,103.71634674072266
2023-04-19,103.58000183105469,104.9800033569336,103.06999969482422,104.18000030517578,20905700,103.39875030517578
2023-04-20,103.91000366210938,106.25,103.87000274658203,105.29000091552734,27820800,104.50042724609375
2023-04-21,105.47000122070312,106.0,104.77999877929688,105.41000366210938,25800100,104.61953735351562
2023-04-24,105.48999786376953,106.62999725341797,104.69999694824219,105.97000122070312,23542800,105.17532348632812
2023-04-25,105.83000183105469,106.69000244140625,103.83999633789062,103.8499984741211,46664100,103.07122039794922
2023-04-26,104.91999816894531,106.3499984741211,102.62999725341797,103.70999908447266,53347600,102.93225860595703
2023-04-27,104.44999694824219,108.37000274658203,103.54000091552734,107.58999633789062,50089200,106.78317260742188
2023-04-28,107.04000091552734,107.3499984741211,105.08999633789062,107.33999633789062,36139800,106.53504943847656
2023-05-01,106.83999633789062,107.98999786376953,106.81999969482422,107.19999694824219,26681700,106.3960952758789
2023-05-02,107.13999938964844,107.19999694824219,103.70999908447266,105.31999969482422,30997200,104.53019714355469
2023-05-03,105.52999877929688,107.48999786376953,104.95999908447266,105.41000366210938,21795400,104.61953735351562
2023-05-04,105.48999786376953,105.5999984741211,103.97000122070312,104.69000244140625,23419500,103.9049301147461
2023-05-05,104.81999969482422,105.87999725341797,104.11000061035156,105.56999969482422,26639300,104.77832794189453
2023-05-08,105.18000030517578,107.95999908447266,105.16000366210938,107.7699966430664,26511400,106.9618148803711
2023-05-09,108.38999938964844,110.1500015258789,107.19000244140625,107.3499984741211,36360100,106.54497528076172
2023-05-10,107.97000122070312,112.94000244140625,107.93000030517578,111.75,63153400,110.91197967529297
2023-05-11,115.4000015258789,117.91999816894531,114.41000366210938,116.56999969482422,78900000,115.69583129882812
2023-05-12,116.68000030517578,118.02999877929688,116.11000061035156,117.51000213623047,41102300,116.6287841796875
