Date,Open,High,Low,Close,Volume,Adj Close
2023-04-17,289.92999267578125,291.6000061035156,286.1600036621094,288.79998779296875,23836200,282.1188659667969
2023-04-18,291.57000732421875,291.760009765625,287.010009765625,288.3699951171875,20161800,281.6988220214844
2023-04-19,285.989990234375,289.04998779296875,284.5400085449219,288.45001220703125,17150300,281.7770080566406
2023-04-20,285.25,289.0299987792969,285.0799865722656,286.1099853515625,23244400,279.4910583496094
2023-04-21,285.010009765625,286.2699890136719,283.05999755859375,285.760009765625,21676400,279.14923095703125
2023-04-24,282.0899963378906,284.95001220703125,278.7200012207031,281.7699890136719,26611000,275.2515563964844
2023-04-25,279.510009765625,281.6000061035156,275.3699951171875,275.4200134277344,45772200,269.04840087890625
2023-04-26,296.70001220703125,299.57000732421875,292.7300109863281,295.3699951171875,64599200,288.5368957519531
2023-04-27,295.9700012207031,305.20001220703125,295.25,304.8299865722656,46462600,297.77801513671875
2023-04-28,304.010009765625,308.92999267578125,303.30999755859375,307.260009765625,36469600,300.15185546875
2023-05-01,306.9700012207031,308.6000061035156,305.1499938964844,305.55999755859375,21294100,298.4911193847656
2023-05-02,307.760009765625,309.17999267578125,303.9100036621094,305.4100036621094,26404400,298.3445739746094
2023-05-03,306.6199951171875,308.6099853515625,304.0899963378906,304.3999938964844,22360800,297.35797119140625
2023-05-04,306.239990234375,307.760009765625,303.3999938964844,305.4100036621094,22519900,298.3445739746094
2023-05-05,305.7200012207031,311.9700012207031,304.2699890136719,310.6499938964844,28197100,303.46337890625
2023-05-08,310.1300048828125,310.20001220703125,306.0899963378906,308.6499938964844,21318600,301.5096740722656
2023-05-09,308.0,310.0400085449219,306.30999755859375,307.0,21340800,299.89788818359375
2023-05-10,308.6199951171875,313.0,307.6700134277344,312.30999755859375,30078000,305.0849914550781
2023-05-11,310.1000061035156,311.1199951171875,306.260009765625,310.1099853515625,31680200,302.9358825683594
2023-05-12,310.54998779296875,310.6499938964844,306.6000061035156,308.9700012207031,19774700,301.8221740722656
2023-05-15,309.1000061035156,309.8999938964844,307.5899963378906,309.4599914550781,16336500,302.3009033203125
2023-05-16,309.8299865722656,313.7099914550781,309.8299865722656,311.739990234375,26730300,304.5281982421875
2023-05-17,312.2900085449219,314.42999267578125,310.739990234375,314.0,24315000,307.4064025878906
2023-05-18,314.5299987792969,319.0400085449219,313.7200012207031,318.5199890136719,27276000,311.83154296875
2023-05-19,316.739990234375,318.75,316.3699951171875,318.3399963378906,27546700,311.6552734375
2023-05-22,318.6000061035156,322.5899963378906,318.010009765625,321.17999267578125,24115700,314.4356689453125
2023-05-23,320.0299987792969,322.7200012207031,315.25,315.260009765625,30797200,308.6399841308594
2023-05-24,314.7300109863281,316.5,312.6099853515625,313.8500061035156,23384900,307.25958251953125
2023-05-25,323.239990234375,326.8999938964844,320.0,325.9200134277344,43301700,319.0761413574219
2023-05-26,324.0199890136719,333.3999938964844,323.8800048828125,332.8900146484375,36630600,325.8997802734375
2023-05-30,335.2300109863281,335.739990234375,330.5199890136719,331.2099914550781,29503100,324.2550354003906
2023-05-31,332.2900085449219,335.94000244140625,327.3299865722656,328.3900146484375,45950600,321.4942932128906
2023-06-01,325.92999267578125,333.5299987792969,324.7200012207031,332.5799865722656,26773900,325.59625244140625
2023-06-02,334.25,337.5,332.54998779296875,335.3999938964844,25873800,328.3570861816406
2023-06-05,335.2200012207031,338.55999755859375,334.6600036621094,335.94000244140625,21307100,328.8857727050781
2023-06-06,335.3299865722656,335.3699951171875,332.1700134277344,333.67999267578125,20396200,326.6732177734375
2023-06-07,331.6499938964844,334.489990234375,322.5,323.3800048828125,40717100,316.5894775390625
2023-06-08,323.94000244140625,326.6400146484375,323.3500061035156,325.260009765625,23277700,318.4299621582031
2023-06-09,324.989990234375,329.989990234375,324.4100036621094,326.7900085449219,22529000,319.92791748046875
2023-06-12,328.5799865722656,332.1000061035156,325.1600036621094,331.8500061035156,24260300,324.8816223144531
2023-06-13,334.4700012207031,336.9800109863281,330.3900146484375,334.2900085449219,22951300,327.2703552246094
