Date,Open,High,Low,Close,Volume,Adj Close
2022-12-16,207.49000549316406,208.39999389648438,205.3000030517578,206.88999938964844,12472900,201.85012817382812
2022-12-19,206.6300048828125,207.47000122070312,203.9499969482422,204.82000732421875,4893600,199.83056640625
2022-12-20,203.8800048828125,206.52999877929688,203.5500030517578,205.36000061035156,5024900,200.35739135742188
2022-12-21,206.57000732421875,207.9600067138672,205.5800018310547,206.80999755859375,4086900,201.7720947265625
2022-12-22,205.75,206.64999389648438,202.1300048828125,205.05999755859375,5690300,200.06471252441406
2022-12-23,204.1300048828125,206.24000549316406,203.52000427246094,205.8300018310547,3246000,200.8159637451172
2022-12-27,205.9199981689453,206.8800048828125,204.60000610351562,206.2899932861328,2904900,201.26473999023438
2022-12-28,206.67999267578125,208.52999877929688,204.8000030517578,204.99000549316406,3139200,199.9963836669922
2022-12-29,205.9499969482422,208.52999877929688,205.5,208.05999755859375,3675500,202.99160766601562
2022-12-30,206.30999755859375,208.0399932861328,205.6999969482422,207.75999450683594,4159400,202.6989288330078
2023-01-03,209.27999877929688,212.3300018310547,206.16000366210938,207.38999938964844,4202800,202.3379364013672
2023-01-04,209.6199951171875,213.1999969482422,209.6199951171875,212.61000061035156,6606200,207.43080139160156
2023-01-05,213.8000030517578,214.16000366210938,210.4600067138672,211.11000061035156,5246000,205.9673309326172
2023-01-06,214.0,218.13999938964844,213.08999633789062,217.75,6829700,212.44558715820312
2023-01-09,219.07000732421875,222.2100067138672,218.35000610351562,218.60000610351562,6294500,213.27484130859375
2023-01-10,218.99000549316406,222.38999938964844,218.17999267578125,221.08999633789062,10857000,215.70420837402344
2023-01-11,221.2899932861328,222.17999267578125,219.6999969482422,222.10000610351562,5408200,216.6896209716797
2023-01-12,222.10000610351562,223.80999755859375,220.61000061035156,223.6199951171875,4264400,218.17259216308594
2023-01-13,221.91000366210938,223.75999450683594,220.13999938964844,223.05999755859375,4283200,217.626220703125
2023-01-17,222.3800048828125,224.39999389648438,222.3699951171875,223.0,6101100,217.5676727294922
2023-01-18,224.0800018310547,224.99000549316406,219.44000244140625,219.4600067138672,6558000,214.1139373779297
2023-01-19,218.10000610351562,221.52000427246094,217.5,220.41000366210938,4853100,215.040771484375
2023-01-20,221.13999938964844,224.42999267578125,220.41000366210938,224.30999755859375,5211000,218.84579467773438
2023-01-23,224.60000610351562,226.1999969482422,223.14999389648438,224.17999267578125,5501500,218.7189178466797
2023-01-24,222.02000427246094,230.0,216.6300048828125,223.88999938964844,5274900,218.4359893798828
2023-01-25,221.6199951171875,224.97000122070312,221.1699981689453,224.89999389648438,4729600,219.42141723632812
2023-01-26,226.0,227.0800018310547,223.6699981689453,224.7100067138672,7043400,219.23605346679688
2023-01-27,228.0,232.83999633789062,227.25,231.44000244140625,11382600,225.80206298828125
2023-01-30,230.1999969482422,230.4199981689453,227.92999267578125,229.10000610351562,5677400,223.51907348632812
2023-01-31,228.80999755859375,230.8000030517578,228.4499969482422,230.2100067138672,11294200,224.60203552246094
2023-02-01,229.3699951171875,232.66000366210938,227.8000030517578,230.89999389648438,5792700,225.27523803710938
2023-02-02,233.9600067138672,234.3000030517578,228.3699951171875,229.55999755859375,7190000,223.96788024902344
2023-02-03,228.69000244140625,230.86000061035156,227.63999938964844,230.1300048828125,5243600,224.52403259277344
2023-02-06,228.6999969482422,230.25999450683594,228.0399932861328,229.44000244140625,3402400,223.85079956054688
2023-02-07,228.02000427246094,232.1300048828125,227.9499969482422,231.32000732421875,4042600,225.68502807617188
2023-02-08,230.33999633789062,231.86000061035156,229.99000549316406,230.1999969482422,4978600,224.59226989746094
2023-02-09,232.41000366210938,232.47999572753906,229.1300048828125,229.35000610351562,5238400,224.20126342773438
2023-02-10,228.9600067138672,229.91000366210938,226.16000366210938,227.1999969482422,4509700,222.09954833984375
2023-02-13,226.8800048828125,229.8300018310547,226.27000427246094,228.8800048828125,4946700,223.7418212890625
